iter	Passed	Remaining
1685	6482	5052
1686	6486	5048
1687	6490	5044
1688	6494	5040
1689	6497	5036
1690	6501	5033
1691	6505	5029
1692	6509	5025
1693	6512	5021
1694	6516	5017
1695	6520	5013
1696	6524	5009
1697	6528	5005
1698	6531	5001
1699	6535	4997
1700	6539	4993
1701	6542	4989
1702	6546	4985
1703	6550	4981
1704	6553	4977
1705	6557	4973
1706	6561	4969
1707	6564	4966
1708	6568	4962
1709	6572	4958
1710	6576	4954
1711	6579	4950
1712	6583	4946
1713	6587	4942
1714	6591	4938
1715	6594	4934
1716	6598	4930
1717	6602	4926
1718	6606	4922
1719	6609	4918
1720	6613	4914
1721	6617	4910
1722	6621	4907
1723	6625	4904
1724	6629	4900
1725	6635	4897
1726	6639	4894
1727	6643	4890
1728	6646	4886
1729	6650	4882
1730	6654	4878
1731	6658	4874
1732	6661	4870
1733	6665	4866
1734	6669	4862
1735	6673	4858
1736	6676	4854
1737	6680	4850
1738	6684	4847
1739	6688	4843
1740	6691	4839
1741	6695	4835
1742	6699	4831
1743	6703	4827
1744	6706	4823
1745	6710	4819
1746	6714	4815
1747	6718	4811
1748	6721	4807
1749	6725	4804
1750	6729	4800
1751	6733	4796
1752	6736	4792
1753	6740	4788
1754	6744	4784
1755	6748	4780
1756	6751	4776
1757	6755	4772
1758	6759	4768
1759	6763	4764
1760	6766	4761
1761	6770	4757
1762	6774	4753
1763	6778	4749
1764	6781	4745
1765	6785	4741
1766	6789	4737
1767	6793	4733
1768	6797	4729
1769	6800	4725
1770	6804	4722
1771	6808	4718
1772	6822	4721
1773	6826	4717
1774	6830	4714
1775	6834	4710
1776	6838	4706
1777	6841	4702
1778	6845	4698
1779	6848	4694
1780	6852	4690
1781	6856	4686
1782	6860	4682
1783	6863	4678
1784	6867	4674
1785	6870	4670
1786	6874	4666
1787	6878	4662
1788	6881	4658
1789	6885	4654
1790	6889	4650
1791	6893	4646
1792	6896	4642
1793	6900	4638
1794	6904	4634
1795	6908	4631
1796	6911	4627
1797	6915	4623
1798	6919	4619
1799	6923	4615
1800	6926	4611
1801	6930	4607
1802	6934	4603
1803	6938	4599
1804	6941	4595
1805	6945	4591
1806	6949	4587
1807	6952	4583
1808	6956	4580
1809	6960	4576
1810	6964	4572
1811	6967	4568
1812	6971	4564
1813	6975	4560
1814	6978	4556
1815	6982	4552
1816	6986	4548
1817	6990	4544
1818	6993	4540
1819	6997	4536
1820	7001	4533
1821	7005	4529
1822	7008	4525
1823	7012	4521
1824	7016	4517
1825	7019	4513
1826	7023	4509
1827	7027	4505
1828	7031	4501
1829	7034	4497
1830	7038	4493
1831	7042	4489
1832	7046	4485
1833	7049	4481
1834	7053	4478
1835	7057	4474
1836	7060	4470
1837	7064	4466
1838	7068	4462
1839	7072	4458
1840	7075	4454
1841	7079	4450
1842	7083	4446
1843	7087	4442
1844	7090	4438
1845	7094	4434
1846	7098	4431
1847	7101	4427
1848	7105	4423
1849	7109	4419
1850	7113	4415
1851	7116	4411
1852	7120	4407
1853	7124	4403
1854	7127	4399
1855	7131	4395
1856	7136	4392
1857	7139	4388
1858	7143	4384
1859	7147	4380
1860	7151	4377
1861	7155	4373
1862	7159	4369
1863	7163	4365
1864	7166	4361
1865	7170	4357
1866	7174	4353
1867	7178	4349
1868	7181	4346
1869	7185	4342
1870	7189	4338
1871	7193	4334
1872	7196	4330
1873	7200	4326
1874	7204	4322
1875	7208	4318
1876	7211	4314
1877	7215	4310
1878	7219	4307
1879	7223	4303
1880	7226	4299
1881	7230	4295
1882	7234	4291
1883	7238	4287
1884	7241	4283
1885	7245	4279
1886	7249	4275
1887	7253	4271
1888	7256	4267
1889	7260	4264
1890	7264	4260
1891	7275	4260
1892	7278	4256
1893	7282	4252
1894	7286	4248
1895	7290	4244
1896	7293	4240
1897	7297	4237
1898	7301	4233
1899	7304	4229
1900	7308	4225
1901	7312	4221
1902	7316	4217
1903	7319	4213
1904	7323	4209
1905	7327	4205
1906	7331	4201
1907	7334	4197
1908	7338	4193
1909	7342	4190
1910	7345	4186
1911	7349	4182
1912	7353	4178
1913	7357	4174
1914	7360	4170
1915	7364	4166
1916	7368	4162
1917	7372	4158
1918	7375	4155
1919	7379	4151
1920	7383	4147
1921	7387	4143
1922	7391	4139
1923	7394	4135
1924	7398	4131
1925	7402	4127
1926	7406	4124
1927	7410	4120
1928	7413	4116
1929	7417	4112
1930	7421	4108
1931	7424	4104
1932	7428	4100
1933	7432	4096
1934	7436	4092
1935	7440	4088
1936	7443	4085
1937	7447	4081
1938	7451	4077
1939	7454	4073
1940	7458	4069
1941	7462	4065
1942	7466	4061
1943	7469	4057
1944	7473	4053
1945	7477	4050
1946	7481	4046
1947	7485	4042
1948	7488	4038
1949	7492	4034
1950	7496	4030
1951	7499	4026
1952	7503	4022
1953	7507	4018
1954	7510	4014
1955	7514	4010
1956	7518	4006
1957	7522	4003
1958	7525	3999
1959	7529	3995
1960	7533	3991
1961	7537	3987
1962	7540	3983
1963	7544	3979
1964	7548	3975
1965	7552	3972
1966	7555	3968
1967	7559	3964
1968	7563	3960
1969	7567	3956
1970	7570	3952
1971	7574	3948
1972	7578	3944
1973	7582	3940
1974	7585	3936
1975	7589	3933
1976	7593	3929
1977	7596	3925
1978	7600	3921
1979	7604	3917
1980	7608	3913
1981	7611	3909
1982	7615	3905
1983	7619	3901
1984	7623	3898
1985	7627	3894
1986	7630	3890
1987	7634	3886
1988	7638	3882
1989	7641	3878
1990	7645	3874
1991	7649	3870
1992	7653	3867
1993	7658	3863
1994	7662	3859
1995	7666	3856
1996	7669	3852
1997	7673	3848
1998	7677	3844
1999	7681	3840
2000	7685	3836
2001	7689	3833
2002	7692	3829
2003	7696	3825
2004	7700	3821
2005	7703	3817
2006	7707	3813
2007	7711	3809
2008	7715	3805
2009	7720	3802
2010	7724	3798
2011	7727	3794
2012	7731	3790
2013	7735	3786
2014	7738	3783
2015	7742	3779
2016	7746	3775
2017	7750	3771
2018	7753	3767
2019	7757	3763
2020	7761	3759
2021	7765	3755
2022	7769	3752
2023	7772	3748
2024	7776	3744
2025	7779	3740
2026	7783	3736
2027	7787	3732
2028	7791	3728
2029	7794	3724
2030	7798	3720
2031	7802	3716
2032	7806	3713
2033	7810	3709
2034	7813	3705
2035	7817	3701
2036	7821	3697
2037	7825	3693
2038	7829	3689
2039	7832	3686
2040	7836	3682
2041	7840	3678
2042	7843	3674
2043	7847	3670
2044	7851	3666
2045	7855	3662
2046	7859	3658
2047	7862	3655
2048	7866	3651
2049	7871	3647
2050	7874	3643
2051	7878	3639
2052	7882	3635
2053	7886	3632
2054	7889	3628
2055	7893	3624
2056	7897	3620
2057	7900	3616
2058	7904	3612
2059	7908	3608
2060	7911	3604
2061	7915	3600
2062	7919	3596
2063	7922	3592
2064	7926	3589
2065	7930	3585
2066	7934	3581
2067	7937	3577
2068	7941	3573
2069	7945	3569
2070	7949	3565
2071	7952	3561
2072	7956	3557
2073	7960	3554
2074	7963	3550
2075	7967	3546
2076	7971	3542
2077	7974	3538
2078	7978	3534
2079	7982	3530
2080	7986	3526
2081	7989	3522
2082	7993	3519
2083	7997	3515
2084	8001	3511
2085	8004	3507
2086	8008	3503
2087	8012	3499
2088	8015	3495
2089	8019	3491
2090	8023	3487
2091	8027	3484
2092	8030	3480
2093	8034	3476
2094	8038	3472
2095	8042	3468
2096	8045	3464
2097	8049	3460
2098	8053	3457
2099	8057	3453
2100	8061	3449
2101	8064	3445
2102	8068	3441
2103	8072	3437
2104	8075	3433
2105	8079	3429
2106	8083	3425
2107	8086	3421
2108	8090	3418
2109	8094	3414
2110	8098	3410
2111	8101	3406
2112	8105	3402
2113	8109	3398
2114	8113	3394
2115	8116	3390
2116	8120	3387
2117	8124	3383
2118	8127	3379
2119	8131	3375
2120	8135	3371
2121	8139	3367
2122	8142	3363
2123	8146	3359
2124	8150	3356
2125	8154	3352
2126	8157	3348
2127	8161	3344
2128	8165	3340
2129	8169	3336
2130	8172	3332
2131	8176	3328
2132	8180	3325
2133	8184	3321
2134	8188	3317
2135	8192	3313
2136	8196	3309
2137	8199	3306
2138	8203	3302
2139	8207	3298
2140	8211	3294
2141	8214	3290
2142	8218	3286
2143	8222	3282
2144	8226	3278
2145	8230	3275
2146	8233	3271
2147	8237	3267
2148	8241	3263
2149	8245	3259
2150	8248	3255
2151	8252	3251
2152	8256	3248
2153	8259	3244
2154	8263	3240
2155	8267	3236
2156	8270	3232
2157	8274	3228
2158	8278	3224
2159	8281	3220
2160	8285	3216
2161	8289	3213
2162	8293	3209
2163	8296	3205
2164	8300	3201
2165	8304	3197
2166	8307	3193
2167	8311	3189
2168	8315	3185
2169	8319	3182
2170	8323	3178
2171	8327	3174
2172	8331	3170
2173	8335	3166
2174	8338	3162
2175	8351	3162
2176	8355	3158
2177	8359	3154
2178	8362	3150
2179	8366	3147
2180	8370	3143
2181	8374	3139
2182	8377	3135
2183	8381	3131
2184	8385	3127
2185	8389	3123
2186	8392	3119
2187	8396	3116
2188	8400	3112
2189	8403	3108
2190	8407	3104
2191	8411	3100
2192	8415	3096
2193	8418	3092
2194	8422	3088
2195	8426	3084
2196	8429	3081
2197	8433	3077
2198	8437	3073
2199	8440	3069
2200	8444	3065
2201	8448	3061
2202	8452	3057
2203	8455	3053
2204	8459	3050
2205	8463	3046
2206	8467	3042
2207	8470	3038
2208	8474	3034
2209	8478	3030
2210	8482	3026
2211	8485	3022
2212	8489	3019
2213	8493	3015
2214	8497	3011
2215	8500	3007
2216	8504	3003
2217	8508	2999
2218	8512	2995
2219	8515	2992
2220	8519	2988
2221	8523	2984
2222	8527	2980
2223	8530	2976
2224	8534	2972
2225	8538	2968
2226	8541	2964
2227	8545	2961
2228	8549	2957
2229	8553	2953
2230	8557	2949
2231	8561	2945
2232	8564	2941
2233	8568	2938
2234	8572	2934
2235	8575	2930
2236	8579	2926
2237	8583	2922
2238	8587	2918
2239	8590	2914
2240	8594	2910
2241	8598	2906
2242	8601	2903
2243	8605	2899
2244	8608	2895
2245	8612	2891
2246	8616	2887
2247	8619	2883
2248	8623	2879
2249	8627	2875
2250	8630	2871
2251	8634	2867
2252	8637	2863
2253	8641	2860
2254	8645	2856
2255	8648	2852
2256	8652	2848
2257	8656	2844
2258	8659	2840
2259	8663	2836
2260	8667	2832
2261	8670	2828
2262	8674	2825
2263	8678	2821
2264	8681	2817
2265	8685	2813
2266	8689	2809
2267	8692	2805
2268	8697	2802
2269	8702	2798
2270	8706	2794
2271	8710	2790
2272	8714	2787
2273	8717	2783
2274	8721	2779
2275	8725	2775
2276	8728	2771
2277	8732	2767
2278	8736	2763
2279	8740	2760
2280	8743	2756
2281	8747	2752
2282	8751	2748
2283	8755	2744
2284	8758	2740
2285	8762	2736
2286	8766	2732
2287	8769	2729
2288	8773	2725
2289	8777	2721
2290	8781	2717
2291	8784	2713
2292	8788	2709
2293	8792	2705
2294	8796	2702
2295	8799	2698
2296	8803	2694
2297	8807	2690
2298	8810	2686
2299	8814	2682
2300	8818	2678
2301	8822	2675
2302	8825	2671
2303	8829	2667
2304	8833	2663
2305	8837	2659
2306	8840	2655
2307	8844	2651
2308	8848	2648
2309	8852	2644
2310	8856	2640
2311	8859	2636
2312	8863	2632
2313	8867	2628
2314	8870	2624
2315	8874	2621
2316	8878	2617
2317	8882	2613
2318	8886	2609
2319	8889	2605
2320	8893	2601
2321	8897	2597
2322	8901	2594
2323	8904	2590
2324	8908	2586
2325	8912	2582
2326	8916	2578
2327	8919	2574
2328	8923	2570
2329	8927	2567
2330	8931	2563
2331	8935	2559
2332	8938	2555
2333	8942	2551
2334	8946	2547
2335	8950	2544
2336	8953	2540
2337	8957	2536
2338	8961	2532
2339	8964	2528
2340	8968	2524
2341	8972	2520
2342	8975	2516
2343	8979	2513
2344	8983	2509
2345	8987	2505
2346	8990	2501
2347	8994	2497
2348	8998	2493
2349	9002	2489
2350	9005	2486
2351	9009	2482
2352	9013	2478
2353	9016	2474
2354	9020	2470
2355	9024	2466
2356	9028	2462
2357	9031	2459
2358	9035	2455
2359	9039	2451
2360	9043	2447
2361	9046	2443
2362	9050	2439
2363	9054	2435
2364	9057	2432
2365	9061	2428
2366	9065	2424
2367	9068	2420
2368	9072	2416
2369	9076	2412
2370	9079	2408
2371	9083	2404
2372	9087	2401
2373	9090	2397
2374	9094	2393
2375	9098	2389
2376	9102	2385
2377	9105	2381
2378	9109	2377
2379	9113	2374
2380	9117	2370
2381	9120	2366
2382	9124	2362
2383	9128	2358
2384	9131	2354
2385	9135	2350
2386	9139	2347
2387	9143	2343
2388	9146	2339
2389	9150	2335
2390	9154	2331
2391	9158	2327
2392	9162	2324
2393	9165	2320
2394	9169	2316
2395	9173	2312
2396	9177	2308
2397	9180	2304
2398	9184	2300
2399	9188	2297
2400	9192	2293
2401	9195	2289
2402	9199	2285
2403	9203	2281
2404	9207	2277
2405	9210	2274
2406	9215	2270
2407	9219	2266
2408	9227	2263
2409	9230	2259
2410	9234	2255
2411	9238	2252
2412	9242	2248
2413	9246	2244
2414	9250	2240
2415	9253	2236
2416	9257	2232
2417	9261	2229
2418	9265	2225
2419	9269	2221
2420	9272	2217
2421	9276	2213
2422	9280	2209
2423	9284	2206
2424	9287	2202
2425	9291	2198
2426	9295	2194
2427	9298	2190
2428	9302	2186
2429	9306	2182
2430	9310	2179
2431	9313	2175
2432	9317	2171
2433	9321	2167
2434	9325	2163
2435	9328	2159
2436	9332	2156
2437	9336	2152
2438	9340	2148
2439	9343	2144
2440	9347	2140
2441	9351	2136
2442	9354	2132
2443	9358	2129
2444	9362	2125
2445	9365	2121
2446	9369	2117
2447	9373	2113
2448	9377	2109
2449	9380	2105
2450	9384	2102
2451	9388	2098
2452	9391	2094
2453	9395	2090
2454	9399	2086
2455	9402	2082
2456	9406	2078
2457	9410	2074
2458	9414	2071
2459	9417	2067
2460	9421	2063
2461	9425	2059
2462	9429	2055
2463	9432	2051
2464	9436	2048
2465	9440	2044
2466	9444	2040
2467	9447	2036
2468	9451	2032
2469	9455	2028
2470	9459	2025
2471	9462	2021
2472	9466	2017
2473	9470	2013
2474	9473	2009
2475	9477	2005
2476	9481	2001
2477	9484	1998
2478	9488	1994
2479	9492	1990
2480	9495	1986
2481	9499	1982
2482	9503	1978
2483	9506	1974
2484	9510	1971
2485	9514	1967
2486	9517	1963
2487	9521	1959
2488	9525	1955
2489	9529	1951
2490	9532	1947
2491	9536	1944
2492	9540	1940
2493	9544	1936
2494	9547	1932
2495	9551	1928
2496	9555	1924
2497	9558	1920
2498	9562	1917
2499	9566	1913
2500	9570	1909
2501	9574	1905
2502	9577	1901
2503	9581	1898
2504	9585	1894
2505	9589	1890
2506	9593	1886
2507	9597	1882
2508	9601	1878
2509	9605	1875
2510	9609	1871
2511	9613	1867
2512	9616	1863
2513	9620	1859
2514	9624	1855
2515	9627	1852
2516	9631	1848
2517	9635	1844
2518	9639	1840
2519	9642	1836
2520	9646	1832
2521	9650	1829
2522	9653	1825
2523	9657	1821
2524	9661	1817
2525	9665	1813
2526	9668	1809
2527	9672	1805
2528	9676	1802
2529	9679	1798
2530	9696	1796
2531	9700	1793
2532	9704	1789
2533	9708	1785
2534	9711	1781
2535	9715	1777
2536	9719	1773
2537	9722	1769
2538	9726	1766
2539	9730	1762
2540	9733	1758
2541	9737	1754
2542	9741	1750
2543	9745	1746
2544	9750	1743
2545	9755	1739
2546	9758	1735
2547	9762	1731
2548	9766	1727
2549	9769	1724
2550	9773	1720
2551	9777	1716
2552	9781	1712
2553	9784	1708
2554	9788	1704
2555	9792	1700
2556	9795	1697
2557	9799	1693
2558	9803	1689
2559	9807	1685
2560	9811	1681
2561	9814	1677
2562	9818	1674
2563	9822	1670
2564	9826	1666
2565	9829	1662
2566	9833	1658
2567	9837	1654
2568	9841	1651
2569	9846	1647
2570	9849	1643
2571	9853	1639
2572	9857	1635
2573	9861	1632
2574	9864	1628
2575	9868	1624
2576	9872	1620
2577	9875	1616
2578	9879	1612
2579	9883	1608
2580	9886	1605
2581	9890	1601
2582	9894	1597
2583	9898	1593
2584	9901	1589
2585	9905	1585
2586	9909	1581
2587	9912	1578
2588	9916	1574
2589	9920	1570
2590	9924	1566
2591	9927	1562
2592	9931	1558
2593	9935	1555
2594	9938	1551
2595	9942	1547
2596	9946	1543
2597	9950	1539
2598	9953	1535
2599	9957	1531
2600	9961	1528
2601	9965	1524
2602	9968	1520
2603	9972	1516
2604	9976	1512
2605	9980	1508
2606	9983	1505
2607	9987	1501
2608	9991	1497
2609	9995	1493
2610	9998	1489
2611	10002	1485
2612	10006	1482
2613	10010	1478
2614	10013	1474
2615	10017	1470
2616	10021	1466
2617	10024	1462
2618	10028	1458
2619	10032	1455
2620	10035	1451
2621	10039	1447
2622	10043	1443
2623	10055	1440
2624	10058	1436
2625	10062	1433
2626	10066	1429
2627	10070	1425
2628	10073	1421
2629	10077	1417
2630	10081	1413
2631	10085	1410
2632	10088	1406
2633	10092	1402
2634	10096	1398
2635	10099	1394
2636	10103	1390
2637	10107	1386
2638	10111	1383
2639	10114	1379
2640	10118	1375
2641	10122	1371
2642	10126	1367
2643	10129	1363
2644	10133	1360
2645	10137	1356
2646	10141	1352
2647	10144	1348
2648	10148	1344
2649	10152	1340
2650	10156	1337
2651	10159	1333
2652	10163	1329
2653	10167	1325
2654	10171	1321
2655	10175	1317
2656	10179	1314
2657	10182	1310
2658	10186	1306
2659	10190	1302
2660	10194	1298
2661	10197	1294
2662	10201	1291
2663	10205	1287
2664	10209	1283
2665	10212	1279
2666	10216	1275
2667	10220	1271
2668	10223	1267
2669	10227	1264
2670	10231	1260
2671	10235	1256
2672	10238	1252
2673	10242	1248
2674	10246	1244
2675	10249	1241
2676	10253	1237
2677	10257	1233
2678	10261	1229
2679	10265	1225
2680	10269	1221
2681	10273	1218
2682	10277	1214
2683	10280	1210
2684	10284	1206
2685	10288	1202
2686	10292	1198
2687	10296	1195
2688	10299	1191
2689	10303	1187
2690	10307	1183
2691	10310	1179
2692	10314	1175
2693	10318	1172
2694	10322	1168
2695	10326	1164
2696	10329	1160
2697	10333	1156
2698	10337	1152
2699	10341	1149
2700	10344	1145
2701	10348	1141
2702	10352	1137
2703	10355	1133
2704	10359	1129
2705	10363	1125
2706	10366	1122
2707	10383	1119
2708	10387	1115
2709	10390	1111
2710	10394	1108
2711	10398	1104
2712	10401	1100
2713	10405	1096
2714	10409	1092
2715	10412	1088
2716	10416	1084
2717	10419	1081
2718	10423	1077
2719	10426	1073
2720	10430	1069
2721	10434	1065
2722	10437	1061
2723	10441	1057
2724	10445	1054
2725	10449	1050
2726	10452	1046
2727	10456	1042
2728	10459	1038
2729	10463	1034
2730	10467	1030
2731	10470	1027
2732	10474	1023
2733	10477	1019
2734	10481	1015
2735	10485	1011
2736	10488	1007
2737	10492	1004
2738	10496	1000
2739	10499	996
2740	10503	992
2741	10507	988
2742	10510	984
2743	10514	980
2744	10517	977
2745	10521	973
2746	10525	969
2747	10529	965
2748	10532	961
2749	10536	957
2750	10540	954
2751	10544	950
2752	10547	946
2753	10551	942
2754	10555	938
2755	10558	934
2756	10562	930
2757	10566	927
2758	10570	923
2759	10574	919
2760	10577	915
2761	10581	911
2762	10585	907
2763	10589	904
2764	10593	900
2765	10597	896
2766	10601	892
2767	10605	888
2768	10609	885
2769	10613	881
2770	10616	877
2771	10620	873
2772	10624	869
2773	10628	865
2774	10632	862
2775	10635	858
2776	10639	854
2777	10643	850
2778	10647	846
2779	10650	842
2780	10654	839
2781	10658	835
2782	10661	831
2783	10665	827
2784	10669	823
2785	10673	819
2786	10676	815
2787	10680	812
2788	10684	808
2789	10687	804
2790	10691	800
2791	10695	796
2792	10699	792
2793	10703	789
2794	10706	785
2795	10710	781
2796	10714	777
2797	10717	773
2798	10722	769
2799	10726	766
2800	10730	762
2801	10733	758
2802	10737	754
2803	10741	750
2804	10744	746
2805	10748	743
2806	10752	739
2807	10755	735
2808	10759	731
2809	10763	727
2810	10767	723
2811	10771	720
2812	10775	716
2813	10779	712
2814	10789	709
2815	10793	705
2816	10797	701
2817	10800	697
2818	10804	693
2819	10808	689
2820	10812	686
2821	10815	682
2822	10819	678
2823	10823	674
2824	10827	670
2825	10831	666
2826	10834	663
2827	10838	659
2828	10843	655
2829	10847	651
2830	10851	647
2831	10855	643
2832	10859	640
2833	10862	636
2834	10866	632
2835	10870	628
2836	10874	624
2837	10877	620
2838	10881	617
2839	10885	613
2840	10889	609
2841	10892	605
2842	10896	601
2843	10900	597
2844	10904	594
2845	10907	590
2846	10911	586
2847	10915	582
2848	10918	578
2849	10922	574
2850	10926	571
2851	10930	567
2852	10933	563
2853	10937	559
2854	10941	555
2855	10944	551
2856	10948	548
2857	10952	544
2858	10956	540
2859	10959	536
2860	10963	532
2861	10967	528
2862	10971	524
2863	10974	521
2864	10978	517
2865	10982	513
2866	10986	509
2867	10989	505
2868	10993	501
2869	10997	498
2870	11001	494
2871	11004	490
2872	11008	486
2873	11012	482
2874	11015	478
2875	11019	475
2876	11023	471
2877	11027	467
2878	11030	463
2879	11034	459
2880	11038	455
2881	11041	452
2882	11045	448
2883	11049	444
2884	11053	440
2885	11056	436
2886	11060	432
2887	11064	429
2888	11068	425
2889	11071	421
2890	11075	417
2891	11079	413
2892	11082	409
2893	11086	406
2894	11090	402
2895	11094	398
2896	11097	394
2897	11101	390
2898	11105	386
2899	11109	383
2900	11112	379
2901	11116	375
2902	11120	371
2903	11124	367
2904	11127	363
2905	11131	360
2906	11135	356
2907	11139	352
2908	11143	348
2909	11146	344
2910	11150	340
2911	11166	337
2912	11169	333
2913	11173	329
2914	11177	325
2915	11181	322
2916	11184	318
2917	11188	314
2918	11192	310
2919	11196	306
2920	11199	302
2921	11203	299
2922	11207	295
2923	11211	291
2924	11214	287
2925	11218	283
2926	11222	279
2927	11226	276
2928	11229	272
2929	11233	268
2930	11237	264
2931	11241	260
2932	11244	256
2933	11248	253
2934	11252	249
2935	11256	245
2936	11259	241
2937	11263	237
2938	11267	233
2939	11270	230
2940	11274	226
2941	11278	222
2942	11282	218
2943	11285	214
2944	11289	210
2945	11293	207
2946	11297	203
2947	11300	199
2948	11304	195
2949	11309	191
2950	11313	187
2951	11317	184
2952	11321	180
2953	11325	176
2954	11337	172
2955	11341	168
2956	11345	164
2957	11349	161
2958	11353	157
2959	11356	153
2960	11360	149
2961	11364	145
2962	11367	141
2963	11371	138
2964	11375	134
2965	11379	130
2966	11382	126
2967	11386	122
2968	11390	118
2969	11394	115
2970	11397	111
2971	11401	107
2972	11405	103
2973	11409	99
2974	11412	95
2975	11416	92
2976	11420	88
2977	11423	84
2978	11427	80
2979	11431	76
2980	11435	72
2981	11438	69
2982	11442	65
2983	11446	61
2984	11450	57
2985	11453	53
2986	11457	49
2987	11461	46
2988	11465	42
2989	11468	38
2990	11472	34
2991	11476	30
2992	11480	26
2993	11483	23
2994	11487	19
2995	11491	15
2996	11495	11
2997	11499	7
2998	11502	3
2999	11509	0
