iter	Logloss
151	0.4333218556
152	0.4331141727
153	0.4326670497
154	0.4322623805
155	0.4319556935
156	0.4317282138
157	0.431526384
158	0.431404155
159	0.4311058759
160	0.4307271546
161	0.4305474429
162	0.4303893002
163	0.4301278586
164	0.430113187
165	0.4298198401
166	0.4295664916
167	0.429363547
168	0.4288356685
169	0.4286519006
170	0.4285102592
171	0.4283113367
172	0.4281622446
173	0.4277999747
174	0.427652575
175	0.4274993946
176	0.4273124594
177	0.4271857254
178	0.4268399494
179	0.4266535499
180	0.4264263288
181	0.4261598528
182	0.4260773656
183	0.4259712994
184	0.4252295775
185	0.4251088228
186	0.4250835743
187	0.4248967878
188	0.4247582741
189	0.424624401
190	0.4244535988
191	0.4241906974
192	0.4240556508
193	0.4238834217
194	0.4237501352
195	0.4236507462
196	0.4228729422
197	0.4227642715
198	0.4222793229
199	0.4220792836
200	0.4219992038
201	0.4218996851
202	0.4217515668
203	0.42130759
204	0.4211464493
205	0.421034618
206	0.4208821921
207	0.4207491829
208	0.4205935331
209	0.420470646
210	0.4202372386
211	0.4201324122
212	0.4199062883
213	0.4198820256
214	0.4197472006
215	0.4197452333
216	0.4195760896
217	0.4194183379
218	0.419306037
219	0.4191326195
220	0.4191290646
221	0.4189752922
222	0.4188054096
223	0.4186635612
224	0.4184691223
225	0.4183173036
226	0.41809842
227	0.4179350344
228	0.4177905139
229	0.4176904697
230	0.4174091367
231	0.4172440884
232	0.4169604038
233	0.4168378986
234	0.4166898219
235	0.4166867093
236	0.4165562169
237	0.4157104502
238	0.4155697366
239	0.4154094638
240	0.4152716609
241	0.4150588541
242	0.4143560531
243	0.4142169466
244	0.4139569608
245	0.4138240499
246	0.4133809851
247	0.4132185293
248	0.4131201927
249	0.4129801414
250	0.4129438397
251	0.412856082
252	0.4126971343
253	0.4125374217
254	0.4124067946
255	0.4122961988
256	0.4121682555
257	0.4120638361
258	0.4119561729
259	0.4118454943
260	0.4115867101
261	0.4114460314
262	0.4113840223
263	0.4111841771
264	0.4110862467
265	0.4110517348
266	0.4108121449
267	0.4107538555
268	0.4105656294
269	0.4104155501
270	0.4102479372
271	0.4101355709
272	0.4095439094
273	0.4095415214
274	0.40935627
275	0.4088787502
276	0.4087502964
277	0.4086619808
278	0.408438849
279	0.4083943504
280	0.4079339753
281	0.4078557379
282	0.4074523201
283	0.4074427915
284	0.4073840348
285	0.4070949502
286	0.4069790668
287	0.4068204945
288	0.4066702604
289	0.4064109178
290	0.4063457819
291	0.4062267987
292	0.4061048674
293	0.4060172312
294	0.4058255789
295	0.4057276257
296	0.4056484033
297	0.4050630187
298	0.4049042017
299	0.4048109772
300	0.4044788938
301	0.4043675818
302	0.4041870093
303	0.4040956714
304	0.4039286083
305	0.4038110265
306	0.403239652
307	0.4031145045
308	0.4029671888
309	0.4028251858
310	0.4025702397
311	0.4023034829
312	0.4021797476
313	0.4019423818
314	0.4018671798
315	0.4016997669
316	0.4016121649
317	0.4015003263
318	0.4009962432
319	0.4008779536
320	0.4005343339
321	0.4004021121
322	0.4001884293
323	0.4000326894
324	0.3997607819
325	0.3992741507
326	0.3991704653
327	0.3988350709
328	0.3987016116
329	0.3982212544
330	0.3980725411
331	0.3979616108
332	0.3978448432
333	0.3976258154
334	0.3975475543
335	0.3973834932
336	0.3972802404
337	0.3970519738
338	0.3969204483
339	0.3963581002
340	0.3961505656
341	0.3959471555
342	0.3958527161
343	0.3957601108
344	0.3956414472
345	0.3953270735
346	0.3952073826
347	0.3950940216
348	0.3946266639
349	0.3945000525
350	0.3941459641
351	0.3939857371
352	0.3937027643
353	0.3936599612
354	0.3934504013
355	0.3932010211
356	0.3930748507
357	0.3924978519
358	0.3924292174
359	0.3923328469
360	0.3920891184
361	0.3916523209
362	0.3915115834
363	0.3913800732
364	0.3908611145
365	0.3906195892
366	0.3903898958
367	0.3901921346
368	0.390037878
369	0.3895513757
370	0.3894415956
371	0.3893812255
372	0.3892267023
373	0.3890167037
374	0.3885626473
375	0.3884643742
376	0.3883135099
377	0.3881431877
378	0.3878594889
379	0.3875075468
380	0.3871508013
381	0.387018288
382	0.3868966367
383	0.3868145536
384	0.3865334819
385	0.3864264311
386	0.3863131434
387	0.386105438
388	0.3858608138
389	0.3857361044
390	0.385335116
391	0.3851402721
392	0.3848341752
393	0.3846863617
394	0.3845101707
395	0.3841235033
396	0.3838473443
397	0.383646138
398	0.3831747395
399	0.3828891895
400	0.3826974899
401	0.382595311
402	0.3822945977
403	0.3820698697
404	0.3819471965
405	0.381696071
406	0.3811033526
407	0.380577185
408	0.3803068469
409	0.3801446935
410	0.3800265727
411	0.3799396289
412	0.3794562995
413	0.3792405379
414	0.3790327215
415	0.3789135196
416	0.3783583486
417	0.3779144593
418	0.377509602
419	0.3771625304
420	0.3768460961
421	0.3764844769
422	0.3764039596
423	0.3761020409
424	0.3759567246
425	0.3757489687
426	0.3751558919
427	0.3749501934
428	0.3746668004
429	0.3744467001
430	0.3740636519
431	0.3738873625
432	0.3736013464
433	0.3731000827
434	0.3729325559
435	0.3724658489
436	0.3723154034
437	0.3717685133
438	0.3714855161
439	0.3713053426
440	0.3708531189
441	0.3704185019
442	0.370173839
443	0.369810525
444	0.3696026083
445	0.3690988481
446	0.3688506783
447	0.3685468857
448	0.3682414789
449	0.3677880288
450	0.36757688
451	0.3674622182
452	0.3672988406
453	0.366679081
454	0.3665471325
455	0.366393167
456	0.3661603706
457	0.365900784
458	0.3656722393
459	0.3652543101
460	0.3648689206
461	0.3646113365
462	0.3644004151
463	0.3642625572
464	0.3640612916
465	0.3634928129
466	0.3633178046
467	0.3631801773
468	0.36282843
469	0.3626053347
470	0.3624456691
471	0.3622850004
472	0.3619454695
473	0.3616320851
474	0.3615126912
475	0.3613323937
476	0.3612337547
477	0.3609976106
478	0.3608699248
479	0.3608082072
480	0.3606625188
481	0.3603731087
482	0.3602132498
483	0.3599998153
484	0.3596741577
485	0.3594731877
486	0.359121913
487	0.3589990009
488	0.3587578935
489	0.3586413596
490	0.3585300447
491	0.3583315703
492	0.3581450454
493	0.3579845353
494	0.3578047745
495	0.3576216396
496	0.3574527442
497	0.3570163113
498	0.3569128607
499	0.3568140042
500	0.3566032443
501	0.3563488912
502	0.3561779767
503	0.3559420682
504	0.3557315012
505	0.355610413
506	0.3553473494
507	0.3551502197
508	0.3549570045
509	0.3546900601
510	0.3544420898
511	0.354257657
512	0.3541128767
513	0.3539537128
514	0.3535810332
515	0.3533571873
516	0.3528493829
517	0.3527327775
518	0.352561039
519	0.3523685499
520	0.3522391538
521	0.3521437622
522	0.3518629712
523	0.351704126
524	0.3515228934
525	0.3511872594
526	0.3510080839
527	0.3509204719
528	0.350672551
529	0.3505062782
530	0.350197165
531	0.3499633596
532	0.3498721967
533	0.3497500431
534	0.349600819
535	0.3494402833
536	0.3493134151
537	0.3492307806
538	0.349152391
539	0.3490011166
540	0.3487431601
541	0.3484912332
542	0.3483895387
543	0.3481536487
544	0.3479327463
545	0.3478336787
546	0.3476185249
547	0.3475457348
548	0.3474117018
549	0.3471953225
550	0.3471213324
551	0.3469025702
552	0.3467601929
553	0.3466175797
554	0.3465252811
555	0.3464001029
556	0.345928868
557	0.3457825833
558	0.3455766127
559	0.3454991869
560	0.3452960004
561	0.3451918152
562	0.3449711986
563	0.3447681972
564	0.3446287799
565	0.344498555
566	0.3440652888
567	0.3439503356
568	0.3436885204
569	0.3435575444
570	0.3434037972
571	0.3432596239
572	0.3431275345
573	0.3430269522
574	0.3429283119
575	0.3427770646
576	0.3426558905
577	0.3424153775
578	0.3423136802
579	0.3421919568
580	0.3421211453
581	0.3419070291
582	0.3417468824
583	0.3415886783
584	0.3414044879
585	0.3409258553
586	0.3408325272
587	0.3406320021
588	0.3405388147
589	0.3404036273
590	0.340074398
591	0.3398979166
592	0.3397920629
593	0.3396158128
594	0.3394306734
595	0.3393070534
596	0.3392012738
597	0.3389501041
598	0.3385061308
599	0.338205841
600	0.3377941454
601	0.3374124127
602	0.3372503554
603	0.3371316338
604	0.336777565
605	0.3365886178
606	0.3365025566
607	0.3363748576
608	0.3361949362
609	0.335915138
610	0.3356060788
611	0.3355014264
612	0.3352148926
613	0.3350978282
614	0.3350041514
615	0.3347431729
616	0.3346461073
617	0.3345254771
618	0.334435216
619	0.3342703622
620	0.3341563738
621	0.3338251736
622	0.3337527072
623	0.3334917185
624	0.3334237873
625	0.3333344065
626	0.3332500729
627	0.3331685166
628	0.333078531
629	0.3330043341
630	0.3327733298
631	0.3326756122
632	0.3325729928
633	0.3321861989
634	0.331942617
635	0.3317972514
636	0.3316744372
637	0.3315341898
638	0.3314072079
639	0.331202675
640	0.3310707331
641	0.3309728034
642	0.330898172
643	0.3308294894
644	0.3306588297
645	0.330553487
646	0.3304692368
647	0.3304089966
648	0.3301744964
649	0.3300825253
650	0.3298441594
651	0.3296168517
652	0.329509077
653	0.3294307869
654	0.3292737575
655	0.3290301896
656	0.328928332
657	0.3288713687
658	0.3288019895
659	0.3287247685
660	0.328630268
661	0.3285168478
662	0.3283364497
663	0.3282504905
664	0.3279910462
665	0.3278550787
666	0.3276729861
667	0.3275017236
668	0.3272589783
669	0.3271232871
670	0.3270337785
671	0.32690841
672	0.3268350307
673	0.3266353285
674	0.3265172616
675	0.3264251994
676	0.3263209017
677	0.3262575812
678	0.3261558173
679	0.326094207
680	0.3257149833
681	0.3256694252
682	0.3254595621
683	0.3253084256
684	0.3249599514
685	0.3248141876
686	0.3246987039
687	0.3243755896
688	0.3242908867
689	0.3241444658
690	0.3240496082
691	0.3239882941
692	0.3238735696
693	0.3237990079
694	0.3235580451
695	0.3233974593
696	0.323306017
697	0.3232382023
698	0.3231615022
699	0.3229982308
700	0.3228851467
701	0.3227749361
702	0.3224749672
703	0.3223594551
704	0.3222467946
705	0.322060294
706	0.3219445878
707	0.321835581
708	0.321557023
709	0.3214845982
710	0.3213092358
711	0.321228979
712	0.3211668179
713	0.3211150828
714	0.3208167836
715	0.3207581571
716	0.3205497117
717	0.3204466793
718	0.3203262002
719	0.3200673412
720	0.3199698706
721	0.3198403142
722	0.3196755728
723	0.3195055347
724	0.3194093459
725	0.3191688876
726	0.3190735078
727	0.3190005089
728	0.3187858702
729	0.3186523386
730	0.3185806938
731	0.318519091
732	0.3183531114
733	0.3182801827
734	0.3181358016
735	0.3180040017
736	0.3179367001
737	0.3178036021
738	0.317661029
739	0.3175431643
740	0.3174764591
741	0.3172659824
742	0.3170872743
743	0.3169426367
744	0.3168935761
745	0.3168361458
746	0.3167297261
747	0.316619216
748	0.3165447962
749	0.3163902889
750	0.3163354849
751	0.3162412986
752	0.3159594968
753	0.3159072329
754	0.3158150834
755	0.3157630636
756	0.3155500783
757	0.3154235646
758	0.3153434403
759	0.3149994307
760	0.3147167621
761	0.3145601218
762	0.3144979018
763	0.3144312276
764	0.3142846909
765	0.3140865047
766	0.3139990895
767	0.3139467103
768	0.3138834702
769	0.3137890114
770	0.3137082214
771	0.3135709992
772	0.3135109911
773	0.313433337
774	0.3133484269
775	0.3130258013
776	0.3129676127
777	0.312839614
778	0.3127826762
779	0.3127066676
780	0.3125257504
781	0.3124760096
782	0.3123867725
783	0.3120580607
784	0.3119581149
785	0.3118267056
786	0.3117658075
787	0.3116664704
788	0.3116331652
789	0.3114949512
790	0.3113699115
791	0.3113092025
792	0.3112515017
793	0.311208667
794	0.3110407172
795	0.3109631919
796	0.3108763745
797	0.3107080952
798	0.3106091829
799	0.310343706
800	0.3101974455
801	0.3100674401
802	0.3098184145
803	0.3096917265
804	0.3095737606
805	0.3094212494
806	0.3093695973
807	0.3093098738
808	0.3092608284
809	0.3091441039
810	0.3089178108
811	0.3088238663
812	0.3087397525
813	0.3086177755
814	0.3085080717
815	0.3083898491
816	0.3083211224
817	0.3082408286
818	0.3080840372
819	0.3079944803
820	0.3078336146
821	0.3076762743
822	0.3074529093
823	0.3073419439
824	0.3072443934
825	0.3071978453
826	0.3070982992
827	0.3069964214
828	0.3069022493
829	0.3067944586
830	0.3067345065
831	0.3066947186
832	0.3066122901
833	0.3065195449
834	0.3064513432
835	0.3061489195
836	0.3058654992
837	0.3057508716
838	0.3057068191
839	0.3056430978
840	0.3055411922
841	0.3054957769
842	0.3053974928
843	0.3053207732
844	0.3052476841
845	0.3050273718
846	0.3049337646
847	0.3048693917
848	0.3047699215
849	0.304691171
850	0.3046058429
851	0.3045020123
852	0.3044089882
853	0.3042194973
854	0.3041433161
855	0.3040671874
856	0.3039932312
857	0.3039343949
858	0.3038933083
859	0.3038375711
860	0.3035377243
861	0.3034650606
862	0.3033015502
863	0.3032136681
864	0.3030272046
865	0.3027915089
866	0.3026881713
867	0.3026225035
868	0.3025249717
869	0.3024580518
870	0.302281324
871	0.3022102112
872	0.3021762148
873	0.3019108001
874	0.3017026613
875	0.3016407246
876	0.3015692093
877	0.3013737273
878	0.3012992596
879	0.3012096595
880	0.3010101158
881	0.3007615577
882	0.3006731707
883	0.3005790412
884	0.3004636815
885	0.3004111636
886	0.3002732534
887	0.3001759217
888	0.3000963914
889	0.3000578888
890	0.3000097474
891	0.2999545871
892	0.2997360362
893	0.2996572038
894	0.2996169337
895	0.2994908674
896	0.2994395062
897	0.2993415967
898	0.2992410196
899	0.2992027536
900	0.299005506
901	0.298932599
902	0.2988884607
903	0.2987985784
904	0.2986976874
905	0.2984186431
906	0.2983317395
907	0.2982713852
908	0.2982096144
909	0.2981179474
910	0.2980927616
911	0.2980574963
912	0.2980211352
913	0.2979595714
914	0.297836988
915	0.2977642308
916	0.2976567482
917	0.2975945068
918	0.2973878746
919	0.2972864872
920	0.2972051624
921	0.2970524588
922	0.2969859646
923	0.2968914662
924	0.2968423135
925	0.2967778847
926	0.2966994866
927	0.2966227243
928	0.296538504
929	0.2964412273
930	0.2964161311
931	0.2963414751
932	0.2962273549
933	0.2961374308
934	0.2960958261
935	0.2959151546
936	0.295880098
937	0.2958193612
938	0.2957274156
939	0.2956565548
940	0.295623208
941	0.2955393914
942	0.2954709533
943	0.2953207335
944	0.2952518058
945	0.2951759515
946	0.2951166922
947	0.294884202
948	0.2948352798
949	0.2947670022
950	0.2947333145
951	0.2946041253
952	0.294545416
953	0.2944624411
954	0.2944345874
955	0.2943666861
956	0.2943253595
957	0.2942774421
958	0.2941452425
959	0.2939275901
960	0.2937237458
961	0.2936589846
962	0.2934694248
963	0.2932184887
964	0.2931027186
965	0.2930246627
966	0.2928933316
967	0.2928479118
968	0.2927625148
969	0.2927299868
970	0.2926709829
971	0.2926389168
972	0.2925209096
973	0.2924678926
974	0.2923758722
975	0.2923027461
976	0.2921931617
977	0.2921275781
978	0.2920579729
979	0.2919696692
980	0.2916975437
981	0.2914425999
982	0.2913667396
983	0.2912908069
984	0.2911993561
985	0.291119889
986	0.2910551742
987	0.2909584727
988	0.2908276759
989	0.2906495994
990	0.2905711811
991	0.2904651431
992	0.2902891344
993	0.2901459927
994	0.2900489762
995	0.2898579899
996	0.289794694
997	0.2896212988
998	0.2895573308
999	0.2893676155
1000	0.289203941
1001	0.2890451662
1002	0.2888823391
1003	0.2887863078
1004	0.2886964416
1005	0.2886547416
1006	0.2884839389
1007	0.2884608289
1008	0.288402982
1009	0.2883644535
1010	0.2882663124
1011	0.2881638779
1012	0.2881241333
1013	0.2880810085
1014	0.2878734659
1015	0.2878177525
1016	0.2877929416
1017	0.2877253129
1018	0.2876891483
1019	0.287457797
1020	0.2872895864
1021	0.2871223292
1022	0.2870725406
1023	0.28694738
1024	0.2868738925
1025	0.2867907959
1026	0.286744149
1027	0.2866785389
1028	0.2865917221
1029	0.2865175403
1030	0.2864270896
1031	0.2863433873
1032	0.2862768278
1033	0.28615994
1034	0.2860798722
1035	0.286040278
1036	0.2859774936
1037	0.2857991101
1038	0.2857484302
1039	0.2855575733
1040	0.2854000113
1041	0.2853550399
1042	0.2852742837
1043	0.2851210967
1044	0.2850574319
1045	0.2850100597
1046	0.2849259676
1047	0.2848568776
1048	0.2848062961
1049	0.2847462268
1050	0.2846862198
1051	0.2846296599
1052	0.2845677041
1053	0.2844810309
1054	0.2843568554
1055	0.2842884566
1056	0.284213796
1057	0.2841327732
1058	0.2839662695
1059	0.2838945087
1060	0.2837467724
1061	0.2836803756
1062	0.2836116228
1063	0.2835037666
1064	0.2834382942
1065	0.2833004841
1066	0.283178343
1067	0.2831126862
1068	0.2829658739
1069	0.282792775
1070	0.2827555723
1071	0.2826284242
1072	0.2825261959
1073	0.2824910495
1074	0.2824314394
1075	0.2823872405
1076	0.2823575568
1077	0.2823294195
1078	0.2822651315
1079	0.2821962496
1080	0.2821252569
1081	0.2820025778
1082	0.2819120154
1083	0.2818223629
1084	0.2818015555
1085	0.2817063233
1086	0.2816216738
1087	0.2815550927
1088	0.2814968706
1089	0.2814192336
1090	0.2813713433
1091	0.2813326835
1092	0.2811962025
1093	0.2811370931
1094	0.2810479328
1095	0.2810192177
1096	0.2809359028
1097	0.2809145119
1098	0.2807769984
1099	0.2807215477
1100	0.2806770524
1101	0.280605567
1102	0.2805482829
1103	0.2804925449
1104	0.280376205
1105	0.2803066524
1106	0.280247826
1107	0.2800461799
1108	0.2799784343
1109	0.2799454164
1110	0.2799244767
1111	0.2798750184
1112	0.2797746586
1113	0.279730664
1114	0.2796797925
1115	0.2796269698
1116	0.2795224716
1117	0.2794712861
1118	0.2794024438
1119	0.2793241626
1120	0.2792540968
1121	0.2792349259
1122	0.2791695661
1123	0.278982064
1124	0.2789144499
1125	0.2788503765
1126	0.2788323344
1127	0.2787259719
1128	0.2786585914
1129	0.27861521
1130	0.278443695
1131	0.2783497395
1132	0.2781879081
1133	0.2780777521
1134	0.2779935939
1135	0.2779143919
1136	0.2778875709
1137	0.2778316121
1138	0.2777967006
1139	0.2777693404
1140	0.2777000751
1141	0.2776466987
1142	0.277493981
1143	0.2773410512
1144	0.2773041343
1145	0.2772736636
1146	0.2772176606
1147	0.2771736828
1148	0.2771126306
1149	0.2770779022
1150	0.2770181528
1151	0.2769228781
1152	0.276860513
1153	0.2768278252
1154	0.2767971532
1155	0.276740564
1156	0.2766860248
1157	0.2765816725
1158	0.2765481975
1159	0.276507615
1160	0.2764484079
1161	0.2763890629
1162	0.2763725291
1163	0.2763328152
1164	0.2762036086
1165	0.2760852711
1166	0.2760275645
1167	0.2759631525
1168	0.2758429126
1169	0.2758146211
1170	0.2757613102
1171	0.2757295188
1172	0.2756546845
1173	0.2756094468
1174	0.2755631526
1175	0.275521567
1176	0.2754742259
1177	0.2753436739
1178	0.2752561542
1179	0.2752194611
1180	0.2751907198
1181	0.2751281151
1182	0.2750605402
1183	0.2750125002
1184	0.2749261152
1185	0.2748712403
1186	0.2748165125
1187	0.2747542279
1188	0.2746106651
1189	0.2744785772
1190	0.2743938317
1191	0.2743130119
1192	0.2742420907
1193	0.2742029504
1194	0.2741248531
1195	0.2740202028
1196	0.2738731495
1197	0.2737704793
1198	0.273705098
1199	0.2736320689
1200	0.2735886566
1201	0.2735156576
1202	0.273470104
1203	0.273357572
1204	0.2732906208
1205	0.2732529933
1206	0.2732066808
1207	0.2731552342
1208	0.2730644432
1209	0.273029446
1210	0.2729831644
1211	0.2728859977
1212	0.2728454507
1213	0.2727102942
1214	0.2725681393
1215	0.272554406
1216	0.2725226364
1217	0.2724703188
1218	0.2723783483
1219	0.2723058536
1220	0.2722175534
1221	0.2721661379
1222	0.2720808321
1223	0.2720513226
1224	0.272013371
1225	0.2719474558
1226	0.2718423583
1227	0.2718162559
1228	0.271761101
1229	0.2716746477
1230	0.2716410066
1231	0.271513917
1232	0.2714159537
1233	0.2713555507
1234	0.2711990289
1235	0.2711481451
1236	0.2710872944
1237	0.271048336
1238	0.2709756783
1239	0.2709016528
1240	0.2708034371
1241	0.2707531975
1242	0.2706909689
1243	0.2706569218
1244	0.2706132901
1245	0.2705625683
1246	0.2704693355
1247	0.2703768433
1248	0.270318018
1249	0.2702624943
1250	0.2702376419
1251	0.2700887322
1252	0.2700510352
1253	0.2699843245
1254	0.2699716023
1255	0.2699162836
1256	0.2697701264
1257	0.2696297293
1258	0.2695921755
1259	0.2695242931
1260	0.2694249241
1261	0.2693253694
1262	0.2692436383
1263	0.2692188551
1264	0.2691668331
1265	0.269097998
1266	0.2689614264
1267	0.26886756
1268	0.2688225311
1269	0.2687400299
1270	0.2686202008
1271	0.2685693039
1272	0.2685213324
1273	0.268454167
1274	0.2684017985
1275	0.2683705197
1276	0.2683468951
1277	0.2682825243
1278	0.2682294866
1279	0.2681693406
1280	0.2680915866
1281	0.2680463947
1282	0.267995445
1283	0.2679633676
1284	0.2679372968
1285	0.2678244388
1286	0.2677506327
1287	0.267705545
1288	0.2676697613
1289	0.2676311667
1290	0.2675481666
1291	0.2674795672
1292	0.2674183535
1293	0.2673877831
1294	0.267335436
1295	0.267291244
1296	0.2672409736
1297	0.2672004559
1298	0.2671525195
1299	0.2671298255
1300	0.2671027089
1301	0.266909063
1302	0.2668484507
1303	0.2668305294
1304	0.2667796078
1305	0.2666484428
1306	0.2666084607
1307	0.2665275536
1308	0.2664868868
1309	0.2663560383
1310	0.2662996798
1311	0.2662342815
1312	0.2662126897
1313	0.2660909691
1314	0.2660424325
1315	0.265967592
1316	0.2658610728
1317	0.2658299762
1318	0.2657676547
1319	0.2657234503
1320	0.2656696078
1321	0.2656333109
1322	0.2656083464
1323	0.2655582581
1324	0.2655187303
1325	0.265483444
1326	0.2653931684
1327	0.2653496171
1328	0.2652119609
1329	0.2651114984
1330	0.2650802655
1331	0.2650301999
1332	0.2649881309
1333	0.2649320346
1334	0.2648823316
1335	0.2648460641
1336	0.2647201274
1337	0.2646650474
1338	0.2646436979
1339	0.2645435963
1340	0.2644655638
1341	0.2644350486
1342	0.2643513186
1343	0.2642891654
1344	0.2641950936
1345	0.2641472481
1346	0.2640992014
1347	0.2640400355
1348	0.2640141218
1349	0.2639668599
1350	0.2639085437
1351	0.2638615718
1352	0.2637899967
1353	0.2637286475
1354	0.2636842934
1355	0.263633307
1356	0.2635775826
1357	0.2635413284
1358	0.2634696166
1359	0.2633638366
1360	0.2633014046
1361	0.263267689
1362	0.2632387761
1363	0.2632018605
1364	0.2631318711
1365	0.2631114552
1366	0.2630782777
1367	0.2629206958
1368	0.2628469948
1369	0.2627522039
1370	0.2627062363
1371	0.2626467639
1372	0.2626123839
1373	0.2625872596
1374	0.2625025035
1375	0.2623847558
1376	0.2623120221
1377	0.2622666979
1378	0.2622141322
1379	0.2621473077
1380	0.2621002519
1381	0.2620808317
1382	0.2620358171
1383	0.2619258047
1384	0.261842893
1385	0.2617513078
1386	0.2617022718
1387	0.2616307525
1388	0.261561053
1389	0.2615250128
1390	0.2614597974
1391	0.2614257149
1392	0.2613617068
1393	0.261215413
1394	0.2610929448
1395	0.2610683944
1396	0.2610267254
1397	0.2609724789
1398	0.2609334678
1399	0.2608438808
1400	0.2607938167
1401	0.2607413622
1402	0.2607088096
1403	0.2606497002
1404	0.2606222238
1405	0.2605960581
1406	0.2605443079
1407	0.2605195147
1408	0.2604711479
1409	0.2604183464
1410	0.2603862254
1411	0.2602965678
1412	0.2601885969
1413	0.2601426971
1414	0.2600887813
1415	0.2600516324
1416	0.2599782007
1417	0.2599335404
1418	0.2598701994
1419	0.2598289289
1420	0.2597605454
1421	0.2597113584
1422	0.2596562452
1423	0.2596371957
1424	0.2595348625
1425	0.2594491084
1426	0.259406468
1427	0.2593885101
1428	0.2593353214
1429	0.2593017148
1430	0.2592624737
1431	0.2592376024
1432	0.2592143776
1433	0.2591645791
1434	0.2591308821
1435	0.2590994297
1436	0.2590882343
1437	0.2590450005
1438	0.2589601432
1439	0.2589040205
1440	0.2588651534
1441	0.2588214678
1442	0.2587647497
1443	0.2586641988
1444	0.2586129923
1445	0.2585429105
1446	0.2585154983
1447	0.2584737056
1448	0.2584299412
1449	0.2583501376
1450	0.2583112334
1451	0.2582634322
1452	0.2582394874
1453	0.258216221
1454	0.2581872553
1455	0.2580925857
1456	0.2580462418
1457	0.2579660111
1458	0.2579104315
1459	0.2578797187
1460	0.2578479071
1461	0.2578373685
1462	0.2577403187
1463	0.2576712741
1464	0.2576410632
1465	0.2575998878
1466	0.2575387142
1467	0.2574949353
1468	0.2574644651
1469	0.2574116067
1470	0.2573210798
1471	0.2572846033
1472	0.2572437143
1473	0.2571397297
1474	0.2570506806
1475	0.2570292951
1476	0.2570070918
1477	0.2569723927
1478	0.2569217972
1479	0.2568047329
1480	0.256770363
1481	0.2567383068
1482	0.2566919153
1483	0.2566468674
1484	0.2566266808
1485	0.2566069022
1486	0.2565674726
1487	0.2564804979
1488	0.2564278402
1489	0.2563530429
1490	0.2563217976
1491	0.2562470042
1492	0.2561701878
1493	0.2561408367
1494	0.2560793363
1495	0.2560377686
1496	0.2559813512
1497	0.255950276
1498	0.2559329492
1499	0.2559052413
1500	0.255895704
1501	0.2558755328
1502	0.2557973995
1503	0.255775515
1504	0.2557028893
1505	0.255649694
1506	0.2555977564
1507	0.2555498065
1508	0.2555080653
1509	0.2554759551
1510	0.2553981476
1511	0.2553324394
1512	0.2552606092
